budget_add_entry,execute_budget_add_entry,amount|category|description|entry_type|date,amount|category|date|description|entry_type,OK,no
budget_can_afford,execute_budget_can_afford,amount|description,amount|description,OK,no
budget_create_goal,execute_budget_create_goal,name|target_amount|deadline,deadline|name|target_amount,OK,no
budget_delete_entry,execute_budget_delete_entry,id,id,OK,no
budget_delete_goal,execute_budget_delete_goal,id|name,id|name,OK,no
budget_detect_patterns,execute_budget_detect_patterns,,,NO_SCHEMA,no
budget_generate_report,execute_budget_generate_report,month,month,OK,no
budget_get_entries,execute_budget_get_entries,month,month,OK,no
budget_get_goals,execute_budget_get_goals,,,NO_SCHEMA,no
budget_get_summary,execute_budget_get_summary,month|member_id,member_id|month,OK,no
budget_goal_status,execute_budget_goal_status,,,NO_SCHEMA,no
budget_parse_natural,execute_budget_parse_natural,input,input,OK,no
budget_update_goal,execute_budget_update_goal,id|name|current_amount,current_amount|id|name,OK,no
calc,execute_calc,expression,expression,OK,no
conflux_can_afford,execute_can_afford,amount|item_description,amount|item_description,OK,no
conflux_day_overview,execute_day_overview,,,NO_SCHEMA,no
conflux_weekly_summary,execute_weekly_summary,,,NO_SCHEMA,no
dream_active_overview,execute_dream_active_overview,,,NO_SCHEMA,no
dream_add,execute_dream_add,title|description|category|target_date,category|description|target_date|title,OK,no
dream_add_milestone,execute_dream_add_milestone,dream_id|title|description|target_date|sort_order,description|dream_id|sort_order|target_date|title,OK,no
dream_add_progress,execute_dream_add_progress,dream_id|note|progress_change|ai_insight,ai_insight|dream_id|note|progress_change,OK,no
dream_add_task,execute_dream_add_task,dream_id|milestone_id|title|description|due_date|frequency,description|dream_id|due_date|frequency|milestone_id|title,OK,no
dream_complete_milestone,execute_dream_complete_milestone,id,id,OK,no
dream_complete_task,execute_dream_complete_task,id,id,OK,no
dream_delete,execute_dream_delete,id|title,id|title,OK,no
dream_get_dashboard,execute_dream_get_dashboard,,,NO_SCHEMA,no
dream_get_tasks,execute_dream_get_tasks,dream_id,dream_id,OK,no
dream_get_timeline,execute_dream_get_timeline,dream_id,dream_id,OK,no
dream_get_velocity,execute_dream_get_velocity,dream_id,dream_id,OK,no
dream_list,execute_dream_list,status,status,OK,no
dream_update_progress,execute_dream_update_progress,dream_id|progress_pct,dream_id|progress_pct,OK,no
echo_counselor_complete_exercise,execute_echo_counselor_complete_exercise,exercise_id,exercise_id,OK,no
echo_counselor_end_session,execute_echo_counselor_end_session,session_id,session_id,OK,no
echo_counselor_flag_crisis,execute_echo_counselor_flag_crisis,session_id|content|severity|detected_text,content|detected_text|session_id|severity,OK,no
echo_counselor_get_exercises,execute_echo_counselor_get_exercises,,,NO_SCHEMA,no
echo_counselor_get_gratitude,execute_echo_counselor_get_gratitude,limit,limit,OK,no
echo_counselor_get_messages,execute_echo_counselor_get_messages,session_id,session_id,OK,no
echo_counselor_get_reflections,execute_echo_counselor_get_reflections,limit,limit,OK,no
echo_counselor_get_state,execute_echo_counselor_get_state,,,NO_SCHEMA,no
echo_counselor_get_weekly_letter,execute_echo_counselor_get_weekly_letter,,,NO_SCHEMA,no
echo_counselor_mark_reflection_read,execute_echo_counselor_mark_reflection_read,session_id,session_id,OK,no
echo_counselor_set_evening_reminder,execute_echo_counselor_set_evening_reminder,enabled|hour|minute,enabled|hour|minute,OK,no
echo_counselor_start_session,execute_echo_counselor_start_session,opening,opening,OK,no
echo_counselor_write_gratitude,execute_echo_counselor_write_gratitude,items|context,context|items,OK,no
echo_create_pattern,execute_echo_create_pattern,pattern_type|title|description|confidence|data_json,confidence|data_json|description|pattern_type|title,OK,no
echo_delete_entry,execute_echo_delete_entry,id,id,OK,no
echo_get_entries,execute_echo_get_entries,limit|offset,limit|offset,OK,no
echo_get_entries_by_date,execute_echo_get_entries_by_date,date,date,OK,no
echo_get_patterns,execute_echo_get_patterns,,,NO_SCHEMA,no
echo_get_stats,execute_echo_get_stats,,,NO_SCHEMA,no
echo_write_entry,execute_echo_write_entry,content|mood|tags|is_voice,content|is_voice|mood|tags,OK,no
email_receive,execute_email_receive,,,NO_SCHEMA,no
email_send,execute_email_send,,body|subject|to,NO_SCHEMA,no
exec,execute_command,,command,NO_SCHEMA,no
feed_add_item,execute_feed_add_item,content_type|title|body|source_url|category,body|category|content_type|source_url|title,OK,no
feed_get_questions,execute_feed_get_questions,limit,limit,OK,no
feed_get_ripples,execute_feed_get_ripples,limit|category,category|limit,OK,no
feed_list_items,execute_feed_list_items,content_type|unread_only,content_type|unread_only,OK,no
feed_mark_read,execute_feed_mark_read,id,id,OK,no
feed_signal_threads,execute_feed_signal_threads,,,NO_SCHEMA,no
feed_toggle_bookmark,execute_feed_toggle_bookmark,id,id,OK,no
file_read,execute_file_read,path,path,OK,no
file_write,execute_file_write,path|content,content|path,OK,no
fridge_expiring,execute_fridge_expiring,days,days,OK,no
fridge_scan,execute_fridge_scan,description,description,OK,no
fridge_shopping_for_meals,execute_fridge_shopping_for_meals,,,NO_SCHEMA,no
fridge_what_can_i_make,execute_fridge_what_can_i_make,min_match_pct,min_match_pct,OK,no
home_add_bill,execute_home_add_bill,bill_type|amount|usage|billing_month|notes,amount|bill_type|billing_month|notes|usage,OK,no
home_add_maintenance,execute_home_add_maintenance,task|category|interval_months|priority|estimated_cost|notes,category|estimated_cost|interval_months|notes|priority|task,OK,no
home_complete_maintenance,execute_home_complete_maintenance,id|task,id|task,OK,no
home_delete_bill,execute_home_delete_bill,id,id,OK,no
home_get_appliances,execute_home_get_appliances,,,NO_SCHEMA,no
home_get_bills,execute_home_get_bills,bill_type|limit,bill_type|limit,OK,no
home_get_dashboard,execute_home_get_dashboard,,,NO_SCHEMA,no
home_get_insights,execute_home_get_insights,,,NO_SCHEMA,no
home_get_overdue_maintenance,execute_home_get_overdue_maintenance,,,NO_SCHEMA,no
home_get_seasonal_tasks,execute_home_get_seasonal_tasks,month,month,OK,no
home_get_upcoming_maintenance,execute_home_get_upcoming_maintenance,days,days,OK,no
home_get_year_summary,execute_home_get_year_summary,,,NO_SCHEMA,no
home_upsert_profile,execute_home_upsert_profile,address|year_built|square_feet|hvac_type|hvac_filter_size|water_heater_type|roof_type|id,address|hvac_filter_size|hvac_type|id|roof_type|square_feet|water_heater_type|year_built,OK,no
kitchen_add_ingredient,execute_kitchen_add_ingredient,meal_id|meal_name|name|quantity|unit|estimated_cost|category|is_optional|notes,category|estimated_cost|is_optional|meal_id|meal_name|name|notes|quantity|unit,OK,no
kitchen_add_inventory,execute_kitchen_add_inventory,name|quantity|unit|location|expiry_date,expiry_date|location|name|quantity|unit,OK,no
kitchen_add_meal,execute_kitchen_add_meal,name|category|cuisine|instructions|prep_time_min|cook_time_min,category|cook_time_min|cuisine|instructions|name|prep_time_min,OK,no
kitchen_add_to_plan,execute_kitchen_add_to_plan,meal_name|week_start|day_of_week|meal_slot,day_of_week|meal_name|meal_slot|week_start,OK,no
kitchen_clear_week_plan,execute_kitchen_clear_week_plan,week_start,week_start,OK,no
kitchen_delete_meal,execute_kitchen_delete_meal,id|name,id|name,OK,no
kitchen_generate_grocery,execute_kitchen_generate_grocery,week_start,week_start,OK,no
kitchen_get_cooking_steps,execute_kitchen_get_cooking_steps,meal_id|meal_name,meal_id|meal_name,OK,no
kitchen_get_grocery,execute_kitchen_get_grocery,week_start,week_start,OK,no
kitchen_get_inventory,execute_kitchen_get_inventory,location,location,OK,no
kitchen_get_meal,execute_kitchen_get_meal,id|name,id|name,OK,no
kitchen_get_meal_photos,execute_kitchen_get_meal_photos,meal_id,meal_id,OK,no
kitchen_get_plan,execute_kitchen_get_plan,week_start,week_start,OK,no
kitchen_list_meals,execute_kitchen_list_meals,category|cuisine|favorites_only,category|cuisine|favorites_only,OK,no
kitchen_pantry_heatmap,execute_kitchen_pantry_heatmap,,,NO_SCHEMA,no
kitchen_toggle_favorite,execute_kitchen_toggle_favorite,id|name,id|name,OK,no
kitchen_toggle_grocery,execute_kitchen_toggle_grocery,id,id,OK,no
life_add_daily_focus,execute_life_add_daily_focus,task_id|position,position|task_id,OK,no
life_add_habit,execute_life_add_habit,name|category|frequency|target_count,category|frequency|name|target_count,OK,no
life_add_reminder,execute_life_add_reminder,title|description|due_date|priority,description|due_date|priority|title,OK,no
life_add_task,execute_life_add_task,title|category|priority|due_date|energy_type,category|due_date|energy_type|priority|title,OK,no
life_complete_task,execute_life_complete_task,task_id,task_id,OK,no
life_decision_helper,execute_life_decision_helper,options,options,OK,no
life_delete_task,execute_life_delete_task,task_id,task_id,OK,no
life_dismiss_nudge,execute_life_dismiss_nudge,nudge_id,nudge_id,OK,no
life_get_dashboard,execute_life_get_dashboard,,,NO_SCHEMA,no
life_get_documents,execute_life_get_documents,doc_type,doc_type,OK,no
life_get_habits,execute_life_get_habits,active_only,active_only,OK,no
life_get_heatmap,execute_life_get_heatmap,,,NO_SCHEMA,no
life_get_knowledge,execute_life_get_knowledge,category,category,OK,no
life_get_reminders,execute_life_get_reminders,days,days,OK,no
life_list_tasks,execute_life_list_tasks,status,status,OK,no
life_log_habit,execute_life_log_habit,habit_id,habit_id,OK,no
life_morning_brief,execute_life_morning_brief,,,NO_SCHEMA,no
life_parse_input,execute_life_parse_input,input,input,OK,no
life_smart_reschedule,execute_life_smart_reschedule,task_id,task_id,OK,no
memory_read,execute_memory_read,,,NO_SCHEMA,no
memory_write,execute_memory_write,,,NO_SCHEMA,no
notify,execute_notify,,body|title,NO_SCHEMA,no
time,execute_time,,,NO_SCHEMA,no
ui_action,execute_ui_action,,action|value|widget,NO_SCHEMA,no
vault_add_file_to_project,execute_vault_add_file_to_project,project_id|file_id|role,file_id|project_id|role,OK,no
vault_create_project,execute_vault_create_project,name|description|project_type,description|name|project_type,OK,no
vault_delete_file,execute_vault_delete_file,id,id,OK,no
vault_delete_project,execute_vault_delete_project,id,id,OK,no
vault_get_favorites,execute_vault_get_favorites,,,NO_SCHEMA,no
vault_get_file,execute_vault_get_file,id,id,OK,no
vault_get_project_detail,execute_vault_get_project_detail,project_id,project_id,OK,no
vault_get_projects,execute_vault_get_projects,,,NO_SCHEMA,no
vault_get_recent,execute_vault_get_recent,limit,limit,OK,no
vault_get_stats,execute_vault_get_stats,,,NO_SCHEMA,no
vault_get_tags,execute_vault_get_tags,,,NO_SCHEMA,no
vault_list_files,execute_vault_list_files,file_type|limit,file_type|limit,OK,no
vault_remove_file_from_project,execute_vault_remove_file_from_project,project_id|file_id,file_id|project_id,OK,no
vault_scan_directory,execute_vault_scan_directory,dir_path,dir_path,OK,no
vault_search_files,execute_vault_search_files,query,query,OK,no
vault_tag_file,execute_vault_tag_file,file_id|tag_name,file_id|tag_name,OK,no
vault_toggle_favorite,execute_vault_toggle_favorite,id,id,OK,no
vault_untag_file,execute_vault_untag_file,file_id|tag_id,file_id|tag_id,OK,no
web_fetch,execute_web_fetch,url,url,OK,no
web_post,execute_web_post,,body|headers|url,NO_SCHEMA,no
